number	sentence	perceptual?	pay attention to?	bearing in mind?	perceptual?IH	pay attention to?IH	bearing in mind?IH	NotesIH	perceptual?MC	pay attention to?MC	bearing in mind?MC	NotesMC	Consensus	Perc	
324	His restlessness was deep rooted, ever since he had passed the two boys he had been aware of a more profound, a more stark malaise in his condition.	P			P				P	A			0		
336	 Our teachers try to be aware of what the children are saying and doing and to record significant instances which tell how thinking is developing.	P		B	P	A			P	A			0		
347	 Naseby, who had not been aware of making a joke, glared at Auguste.	N			P				N			Negation 	1	N	
391	 Suddenly, she was aware of Culley as policeman.	N			P	A			P	A	B		1	N	
489	 Down there in the depths, and she was very aware of how deep it was, a sign pointing ahead and then to the left said: Trains .	N			N				N	A			0		
539	 Yet, when she found him, more or less alone in the bar parlour although she was aware of Ned O'Mara somewhere nearby, she couldn't stop talking, words rushing out of her, spilling one over the other, over and over Please, please, oh please, you can help me if you want to, I know you can, and I'll go mad you see if they take my little boy away, because he's not-not just as he should be more delicate than he should be.	N			P				P	A			1	P	
566	Subtracting these 200 msec from the 550 msec by which the RP preceded the movement, Libet concluded that the neural activity associated with an apparently voluntary act began some 350 msec  before  the first moment at which the subject was aware of his intention to act.	N			P			introspective	P	A			1	P	
597	 And when she tried several times to pin him down at the office, invariably, as if he were telepathically aware of her intentions, he was elsewhere.	P		B	P			imaginary modality	P				0		
616	 Common sense had already told her they had to get out of their sodden clothes, but, for an unexpected instant, the sight of fitzAlan half naked, the firelight burnishing tanned skin over strong muscle and bone, had made her suddenly, acutely, aware of the differences between them.	N			P	A			P	A			1	P	
645	 Do you know, not a single rotten member of my miserable household appeared to be in the least little bit aware of the joyful nature of the dawn which I gaily urged them to acclaim.	P			P				P	A		Negation 	0		
667	 As if he was instantly aware of it Niall raised his head.	P			P				P	A			0		
674	 Use of language can betray personal attitudes and prejudices without the speaker being aware of it.	N			N				N			Negation 	0		
677	 Doggedly practising her seamanship to keep thoughts and images of Nathan at bay, she wasn't aware of time passing until she noticed that the sky ahead seemed lighter.	N	A		P	A	introspective		P	A		Negation 	1	P	
685	 Annie couldn't be bothered to spell out his response for him to become aware of.	N			?				N			Possible negation?	1	N	
722	 She was painfully aware of her body still throbbing where he had touched her, and she clasped her arms across her breasts tightly.	P			P	A			P	A			0		
779	 The jade lay concealed in her bag, and she was aware of it as if it were a ton weight on her shoulders.	N			N				N	A			0		
827	 Stuart had been more aware of their existence this year, walking up to lectures at the university, going through the Grassmarket or the gardens, seeing drab figures squatting on the stone steps, or standing outside the hotel in the evening by the vents from the kitchen where the steam formed vapour clouds and it was possible to inhale the smell of food with the intensity of a drug.	P			P	A			P	A			0		
838	 It said that despite being aware of Gooch coming up at high speed behind him, Gallagher pulled out into his path.	P			P				P	A			0		
849	 As he did so his hand accidentally brushed against her bare leg, and suddenly she was aware of how little difference there was between the shorts she was wearing now and the swimsuit she had worn earlier.	N			N	A			N	A			0		
852	 He folded his arms and considered her standing before him; she wasn't aware of it, but Robyn Drew looked beautiful, with her green eyes flashing fire, chin tilted in defiance, lips pursed formidably, ready for a fight.	N			N				P	A		Negation 	1	N	
856	 The ship is so well stabilised most people aren't aware of any sensation of movement at all.	P			P				P	A		Negation 	0		
902	 Widows will talk of being acutely aware of the gap by their side when they are used to being viewed as one of a couple (obviously couples who divorce or separate feel the same).	P			P	A			P		B		0		
907	 He had a knack of making her feel like that, she realised somehow vulnerable, excessively aware of herself in relation to him.	N			P	A			P	A			1	?	
947	As infants slowly become aware of the mother as a separate person, they see her as the owner of a much needed resource.	N			P				P	A	B		1	?	
950	 And she had lost the ability to see the world without being aware of being aware of it.	N			P				P	A		Negation 	1	P	
963	 SERAFIN: So we can prefer what we're not aware of enjoying to what we are aware of enjoying?	N			P				N	A		Negation 	1	N	
646	But all the time, he was aware of the shutter in his memory; behind it, monsters prowled.	N			N				N				0		
189	 He felt very tired, very aware of his age and inadequacy.	N			N				B				0		
649	 Even if he were aware of it, he probably wouldn't care in the slightest.	N			N?				P			Conditional	1	N	
745	 You're not supposed to be aware of it, you're supposed to say normal, we sat in a pub last night and  this man started telling me a dirty joke, so that's on it.	N			N?				P			Not really negation	1	N	
774	 One of their products was erm you, when you see in the cars  th   th  that they can er make them open top and they close the backs down, there's a bracket on the side that er hinges up and well they used to  special  you know, it had come from the landaus of the horse drawn vehicle, the same sort of thing, well they used to specialize in that and they used to make some kind of locks but I'm I have never talked to anybody that worked there so I, I don't know, but that's the only other one as I, as I'm aware of  er was the, was Wilks's and er  Bloxwich Lock.	N			N?				P				1	N	
866	 I think that we should be aware of what these levels	N		B	N?				P		B		1	N	
898	 We are very much aware of it.	N			N?				P		B	?	1	N	
899	 Afterwards he said that the South African government had been aware of Duli's intentions but had failed to warn him.	N			N?				N				0		
905	 And that both of them would be well aware of it.	N			N?				P				1	N	
928	 Peggy was all too aware of that.	N			N?				P	A		?	1	N	
930	 Chesarynth couldn't help but be aware of it.	N			N?				P	A			1	N	
984	 I wasn't aware of that, but then there was no one else.	N			N?				P	A		Negation: little context 	1	N	
805	 Because as humans, only  we are instinctively aware of the spiritual essence of the universe.	N			N				N			Imagination?	0		
449	 I am aware of that.	N			N?				N				0		
485	 Not that I'm aware of anyway.	N			N?				N				0		
589	 No, I'm aware of that.	N			N?				N				0		
718	 ROS: I'm aware of that.	N			N?				N				0		
842	 Erm, you're all aware of that?	N			N?				N				0		
843	 need to be aware of that.	N		B	N?				N				0		
933	 I'm afraid I'm fully aware of that, sir.	N			N?				N				0		
